Gene	Expr0	Expr1	Expr2	Expr3	Expr4
SYF2	0.667384	0.60631	0.70786	0.827518	0.515198
SYDE2	0.697765	0.470448	0.368075	0.401128	0.620239
SYCE2	0.310503	0.0392928	0.229662	0.507526	0.641333
SYCE1L	0.197425	0.164207	0.314395	0.457185	0.474275
SYBU	0.513663	0.341462	0.364696	0.296005	0.444773
SYAP1	0.852854	0.844779	0.825607	0.742049	0.71621
SWSAP1	0.385961	0.326411	0.355185	0.418298	0.429225
SWAP70	0.448288	0.525969	0.593937	0.409918	0.712429
SVIP	0.638092	0.529031	0.439081	0.412543	1.00433
SVBP	0.599727	0.530191	0.446701	0.5345	0.437558
SUZ12	0.577634	0.585164	0.510162	0.609538	0.885723
SUV39H2	0.220961	0.251919	0.353583	0.525057	0.720576
SUV39H1	0.0472731	0.197211	0.231826	0.578272	0.792314
SUSD5	0.35164	0.480772	0.269213	0.0407802	0.292652
SUSD2	0.28526	0.205868	0.647738	0.179575	0.219426
SURF6	0.480865	0.438101	0.5144	0.454028	0.606509
SURF2	0.502809	0.503969	0.447114	0.557189	0.514077
SURF1	0.960816	0.938316	0.750358	0.769239	0.745573
SUPV3L1	0.316922	0.252755	0.481092	0.513703	0.385586
SUPT7L	0.539104	0.37128	0.398701	0.551245	0.494098
SUPT6H	0.542506	0.657622	0.821425	0.587528	0.733328
SUPT5H	0.583442	0.574315	0.726421	0.510516	0.541673
SUPT4H1	0.740194	0.719245	0.690721	0.759795	0.570978
SUPT3H	0.476392	0.401783	0.45772	0.667928	0.290094
SUPT20H	0.62053	0.555669	0.608998	0.656387	0.585068
SUPT16H	0.582161	0.559325	0.600745	0.650048	1.07757
SUOX	0.313176	0.234146	0.32307	0.434199	0.285674
SUN2	0.321917	0.191095	0.354599	0.352442	0.421145
SUN1	0.819129	0.749946	0.861034	0.736388	1.02875
SUMO3	0.581949	0.508165	0.394328	0.592617	0.570366
SUMO2	0.340049	0.309572	0.264176	0.342168	0.358047
SUMO1	0.31105	0.303354	0.26135	0.338829	0.29644
SUMF2	0.693061	0.767494	0.676692	0.578987	0.609396
SULT1A1	0.360701	0.525257	0.515329	1.1104	0.889645
SUGT1	0.6371	0.593497	0.552662	0.624971	0.594271
SUGP2	0.54821	0.462712	0.608506	0.519944	0.695397
SUGP1	0.500058	0.305212	0.41778	0.516731	0.434263
SUGCT	0.183061	0.397551	0.701496	1.2199	0.341804
SUFU	0.419916	0.351911	0.368869	0.497464	0.47746
SUDS3	0.417574	0.426275	0.409016	0.481278	0.359791
SUCO	0.931955	0.866868	0.933535	0.772477	0.982371
SUCLG2-AS1	0.350407	0.225793	0.309386	0.583923	0.615482
SUCLG1	0.518052	0.714953	0.54208	0.13564	0.583895
SUCLA2	0.388917	0.385983	0.359476	0.483818	0.367528
SUB1	0.516277	0.247162	0.275567	0.271366	0.418276
STYXL1	0.669063	0.553036	0.588258	0.705951	0.613136
STYX	0.479944	0.439655	0.398909	0.409462	0.524194
STXBP4	0.649726	0.651444	0.656048	0.358903	0.762153
STXBP2	0.459893	0.263467	0.793413	0.568343	0.29046
STX8	0.508753	0.519089	0.453639	0.788794	0.43727
STX7	0.486478	0.513905	0.492304	0.422427	0.349241
STX6	0.407777	0.505058	0.52297	0.467739	0.471344
STX5	0.779798	0.59643	0.614569	0.709458	0.720042
STX4	0.592837	0.741678	0.610823	0.598451	0.463235
STX3	0.128676	0.241108	0.466716	0.473693	0.294594
STX2	0.660116	0.526379	0.645692	0.351515	0.701922
STX18	0.754203	0.670913	0.687661	0.704429	0.671728
STX17-AS1	0.563168	0.594577	0.260411	0.400243	0.139456
STX17	0.765823	0.671076	0.515329	0.674235	0.794104
STX16	0.57057	0.48871	0.555669	0.545118	0.604992
STX12	0.409266	0.46588	0.431976	0.384835	0.334042
STX11	0.204629	0.320369	0.300405	0.740997	0
STX10	0.474753	0.550241	0.72244	0.731096	0.772595
STUB1	0.61711	0.480668	0.593411	0.177612	0.515511
STT3B	0.913554	0.76945	0.773043	0.542506	0.87838
STS	0.427864	0.412489	0.215778	0.225645	0.507242
STRN4	0.400123	0.302571	0.400319	0.48101	0.440867
STRN3	0.513319	0.472883	0.497342	0.60594	0.495961
STRN	0.395545	0.372941	0.239704	0.388807	0.558277
STRIP1	0.346248	0.274232	0.374767	0.362105	0.282321
STRBP	0.449387	0.384028	0.348142	0.364203	0.355073
STRADB	0.414287	0.349863	0.357372	0.410254	0.418568
STRADA	0.674759	0.637054	0.761728	0.634677	0.686057
STPG1	0.952088	0.670161	0.334099	0.395765	0.659221
STOX2	0.325548	0.290943	0.36698	0.28597	0.338841
STON2	0.430221	0.376379	0.308838	0.380098	0.753596
STOML2	0.817885	0.937842	0.835649	0.796888	0.898216
STN1	0.664792	0.671592	0.623698	0.809661	0.431516
STMP1	0.814641	0.874537	0.694158	0.624166	0.679847
STMN3	0.25567	0.306612	0.343215	0.407168	0.379665
STK40	0.505281	0.493647	0.605911	0.616085	0.458088
STK4	0.485746	0.376068	0.513117	0.611371	0.767901
STK39	0.312909	0.362879	0.343396	0.433323	0.411676
STK38	0.496626	0.412836	0.549009	0.364135	0.592589
STK36	0.899964	0.763157	0.799203	0.604878	0.879878
STK35	0.4039	0.324212	0.414071	0.358576	0.438453
STK32C	0.399423	0.353515	0.258266	0.558532	0.497944
STK32B	0.350961	0.622284	1.03621	0.272704	0.586962
STK32A	0.679226	0.523803	0.282902	0.230683	0.753451
STK25	0.568392	0.524756	0.557229	0.640538	0.519471
STK24	0.686684	0.536411	0.59621	0.672199	0.62685
STK19	0.796207	0.745005	0.650958	0.565032	0.587375
STK17B	0.375445	0.296346	0.334809	0.508135	0.419215
STK16	0.783105	0.710684	0.623886	0.641675	0.53084
STK11IP	0.562641	0.430242	0.457962	0.4347	0.506754
STK11	0.705173	0.698023	0.870771	0.696172	0.767087
STK10	0.283116	0.34376	0.420908	0.429557	0.359386
STIP1	0.549038	0.567244	0.543724	0.554667	0.588536
STIMATE	0.525558	0.426351	0.255634	0.426147	0.271928
STIM2	0.45587	0.629977	0.572104	0.345147	0.718605
STIM1	0.477252	0.507779	0.415477	0.369427	0.612371
STC1	0.497914	0.0464212	0.156837	0.603806	0.67873
STAU2	0.340163	0.262421	0.28733	0.291226	0.285887
STAU1	0.624026	0.603834	0.585559	0.26259	0.575767
STAT6	0.508784	0.619131	1.23152	0.805226	0.682142
STAT5B	0.336912	0.276342	0.490683	0.419938	0.460355
STAT3	0.790772	0.740539	0.847356	0.735106	0.806077
STAT2	0.575128	0.62685	0.891015	0.444635	0.731183
STAT1	0.758312	0.778747	0.771133	0.75838	1.09086
STARD9	0.439687	0.419668	0.698636	0.447907	0.718088
STARD7	0.525016	0.454997	0.533394	0.56988	0.638899
STARD6	0.0992413	0.249251	0.207206	0.596038	0.341086
STARD4-AS1	0.598642	0.373153	0.257095	0.282641	0.437867
STARD4	0.286846	0.389148	0.33363	0.547243	0.428539
STARD3NL	0.610076	0.622668	0.515864	0.291804	0.511043
STARD3	0.621206	0.565363	0.594099	0.700591	0.695459
STARD13	0.324027	0.104404	0.136677	0.216411	0.679964
STARD10	0.299925	0.285745	0.261097	0.443787	0.291132
STAP2	0.293665	0.219587	0.338829	0.806159	0.396839
STAMBP	0.494487	0.492879	0.515117	0.6515	0.484066
STAM2	0.552957	0.58192	0.544663	0.447547	0.41459
STAM	0.33112	0.324419	0.266373	0.29874	0.353707
STAG1	0.501567	0.551127	0.431955	0.273134	0.52668
ST8SIA4	0.62368	0.561976	0.475313	0.433194	0.577122
ST7L	0.479386	0.349637	0.500619	0.451034	0.533912
ST7-AS1	0.30548	0.172718	0.308303	0.383818	0.297097
ST7	0.247405	0.33498	0.212009	0.219525	0.363653
ST6GALNAC4	0.759718	0.443532	0.451245	0.732608	0.29483
ST3GAL5	0.334648	0.313524	0.294759	0.31808	0.336409
ST3GAL4	0.467728	0.258205	0.254788	0.49133	0.628718
ST3GAL3	0.254316	0.213017	0.267752	0.205993	0.465567
ST3GAL2	0.367751	0.291839	0.56586	0.408962	0.657183
ST20-AS1	0.366554	0.425287	0.3466	0.264044	0.212918
ST20	0.260483	0.313048	0.245922	0.440835	0.240119
ST13	0.640093	0.357845	0.503247	0.939422	0.497965
SSX2IP	0.554559	0.446976	0.40282	0.589533	0.956257
SSU72	0.696314	0.768502	0.644853	0.143433	0.563783
SSSCA1	0.807124	0.896636	0.937646	0.673285	0.758806
SSRP1	0.707984	0.597069	0.607039	0.856372	0.961016
SSR2	0.734222	0.841241	0.817222	0.435383	0.656441
SSR1	0.677224	0.717781	0.692115	0.76234	0.593679
SSPN	0.835867	0.583346	0.675717	0.775607	0.27921
SSNA1	0.755477	0.864525	0.764958	0.73856	0.68135
SSH3	0.648337	0.141943	0.339422	0.368757	0.569413
SSH2	0.330891	0.227371	0.369249	0.423019	0.492427
SSH1	0.350769	0.325732	0.436897	0.32894	0.435618
SSC5D	0.286183	0.451689	0.932356	0.449049	0.438495
SSBP3	0.531728	0.335014	0.412619	0.594768	0.38971
SSBP2	0.817189	0.758209	0.780562	0.846257	0.716596
SSBP1	0.30374	0.383077	0.482539	0.200241	0.257083
SSB	0.323923	0.373565	0.423073	0.219835	0.245216
SS18L2	0.277687	0.21242	0.34194	0.482301	0.412749
SS18	0.941805	0.80953	0.945585	0.780831	0.81189
SRSF9	0.512045	0.319202	0.416807	0.3284	0.390679
SRSF8	0.444826	0.390371	0.369561	0.649818	0.359454
SRSF7	0.624166	0.547252	0.68126	0.77714	0.940971
SRSF6	0.702241	0.532526	0.675662	0.682645	0.853181
SRSF5	0.774781	0.72752	0.814903	0.854993	0.809135
SRSF4	0.635959	0.658115	0.686057	0.729644	0.832752
SRSF3	0.77963	0.693784	0.702445	0.820845	1.00215
SRSF2	0.656844	0.627915	0.736501	0.760323	0.930223
SRSF11	0.753647	0.695896	0.913094	0.84616	1.04786
SRSF10	0.786279	0.70489	0.830896	0.875269	1.07485
SRSF1	0.562592	0.593469	0.671683	0.673764	0.875568
SRRT	0.557258	0.476039	0.570346	0.549354	0.905667
SRRM2-AS1	0.573442	0.740349	0.587999	0.536888	0.45406
SRRM2	0.771395	0.732478	0.903031	0.847283	0.984378
SRRM1	0.692641	0.652794	0.743687	0.830466	1.09288
SRRD	0.447748	0.390271	0.464104	0.532068	0.336329
SRR	0.520186	0.427113	0.468562	0.541594	0.687088
SRPRB	1.15262	0.74047	0.686057	0.718684	0.82894
SRPRA	0.685456	0.595389	0.50519	0.603416	0.637415
SRPK2	0.51789	0.525979	0.454913	0.505901	0.490344
SRPK1	0.290825	0.293288	0.338476	0.422513	0.474389
SRP9	0.719429	0.278746	0.327319	0.491453	0.591009
SRP72	0.634612	0.679928	0.587269	0.320138	0.6462
SRP68	0.81405	0.769619	0.862186	0.843622	0.84314
SRP54	0.57747	0.646734	0.629846	0.658381	0.647443
SRP19	0.660436	0.78581	0.680477	0.137372	0.601716
SRP14-AS1	0.484808	0.353199	0.349626	0.62642	0.378234
SRP14	0.429064	0.421856	0.407451	0.442875	0.355479
SRM	0.782081	1.01021	0.808542	0.707613	0.804467
SRL	0.61519	0	0	0.501903	1.0237
SRI	0.891147	0.73259	0.668736	0.904758	0.677964
SRGAP3-AS4	1.18739	0.0641517	0.320277	0.561507	0.502351
SRGAP3-AS2	0.411122	0.367214	0.487476	0.65115	0.664355
SRGAP3	0.7133	0.667056	0.690104	0.589188	0.624251
SRGAP2C	0.614644	0.675093	0.596992	0.490509	0.812827
SRGAP2B	0.401587	0.572773	0.52678	0.442238	0.700271
SRGAP2	0.607522	0.70627	0.709308	0.517024	0.826428
SRGAP1	0.509686	0.476133	0.553626	0.512267	0.607143
SRFBP1	0.423578	0.557876	0.560421	0.489101	0.567507
SRF	0.584539	0.459851	0.624372	0.41873	0.415358
SREK1IP1	0.541842	0.51162	0.449102	0.603131	0.687437
SREK1	0.693766	0.573501	0.707445	0.742946	0.914871
SREBF1	0.744032	0.805623	0.551039	0.373676	0.689174
SRD5A3	0.36399	0.42855	0.435693	0.551186	0.540712
SRD5A2	0	0	0.744239	0	0
SRCAP	0.430649	0.248668	0.175863	0.170297	0.468031
SRBD1	0.588421	0.564612	0.484138	0.450496	0.620249
SQLE	0.462879	0.443607	0.368578	0.513481	0.371826
SPTY2D1OS	0.512945	0.312921	0.419517	0.636274	0.437611
SPTY2D1	0.533832	0.576609	0.532147	0.629641	0.669616
SPTSSB	0.234391	0.44632	0.603768	0.0376774	0.360229
SPTSSA	0.913638	0.857344	0.758781	0.969992	1.06964
SPTLC2	0.317594	0.318195	0.383198	0.459043	0.327227
SPTLC1	0.568246	0.56472	0.614823	0.72424	0.644918
SPTBN1	0.674831	0.613475	0.735851	0.472768	0.604641
SPTAN1	0.652418	0.634054	0.651114	0.348448	0.552771
SPSB4	0.203214	0.191904	0.130272	0.775986	0.504549
SPSB3	0.465337	0.442386	0.439942	0.57476	0.578688
SPSB2	0.482291	0.793297	0.638259	0.552092	0.447886
SPSB1	0.65482	0.392735	0.659623	0.470521	0.459033
SPRYD7	0.417056	0.402799	0.360488	0.419841	0.336443
SPRY2	0.417628	0.475749	0.757817	1.00331	0.634603
SPRTN	0.545168	0.514915	0.629333	0.482466	0.487116
SPRED3	0.295241	0.298916	0.302208	0.442333	0.213665
SPRED2	0.449186	0.381538	0.613334	0.442577	0.629175
SPRED1	0.828721	0.849375	0.696902	0.694149	0.683867
SPR	0.475251	0.632938	0.249676	0.463528	0.891536
SPPL3	0.606329	0.525307	0.502555	0.652161	0.495337
SPPL2B	0.907352	0.707039	0.826014	0.792772	0.970044
SPOUT1	0.546759	0.477791	0.509777	0.754853	0.65362
SPOPL	0.672805	0.448584	0.43297	0.374834	0.559306
SPOP	0.618398	0.575671	0.50232	0.612588	0.530131
SPNS1	0.60862	0.614455	0.738491	0.684478	0.569287
SPIRE1	0.412413	0.477905	0.563558	0.603274	0.572036
SPINK5	0.372941	0.350112	0.581621	0.283874	0.478195
SPINDOC	0.384326	0.294959	0.371615	0.502494	0.582026
SPIN4	0.155257	0.121957	0.148023	0.219227	0.736839
SPIN2B	0.287555	0.295511	0.288819	0.277092	0.190931
SPIN1	0.487713	0.370622	0.443394	0.343089	0.441781
SPIDR	0.400265	0.278722	0.346611	0.481433	0.619864
SPHK2	0.256093	0.346236	0.402209	0.452363	0.372038
SPHK1	0.158557	0.195499	0.145051	1.07438	0.359858
SPG7	0.774106	0.651398	0.866702	0.670369	0.831375
SPG21	0.584799	0.54203	0.510121	0.328905	0.507018
SPG11	0.512611	0.632008	0.60897	0.463486	0.527361
SPEN	0.501261	0.452142	0.494907	0.452248	0.674551
SPECC1L	0.31993	0.291898	0.374444	0.289398	0.292688
SPECC1	0.447082	0.449831	0.460847	0.788168	0.82326
SPDL1	0.506917	0.382368	0.392845	0.47441	1.12875
SPCS3	0.777779	0.821678	0.655178	0.796274	0.779419
SPCS2	0.77257	0.765229	0.651252	0.788669	0.706491
SPCS1	0.78841	0.391911	0.471115	0.192232	0.529011
SPATS2	0.305725	0.294218	0.288028	0.40782	0.398153
SPATC1L	0.51252	0.520367	0.633134	0.827835	0.488155
SPATA7	0.754058	0.586366	0.536789	0.700555	0.450718
SPATA6L	0.753562	0.404925	0.501414	0.516045	0.667474
SPATA5L1	0.248231	0.206681	0.263587	0.475988	0.30555
SPATA5	0.541852	0.30807	0.357867	0.473548	1.13402
SPATA46	0.507719	0.52656	0	0	1.10084
SPATA4	1.15251	0.600555	0.299186	0.984021	0.0745054
SPATA33	1.03489	0.699942	0.602656	0.708841	1.26694
SPATA2L	0.306787	0.427671	0.488165	0.32602	0.480058
SPATA25	0.279935	0	0.249676	0.743119	0
SPATA24	1.01467	0.626972	0.305737	0.813549	0.400735
SPATA20	0.561038	0.579924	0.370131	0.609311	0.655489
SPATA2	0.340072	0.226693	0.303611	0.642036	0.321305
SPATA1	0.151002	0.298506	0.88984	0.337129	0.251216
SPAST	0.434476	0.368288	0.356775	0.348958	0.310887
SPART-AS1	0.393658	0.298283	0.323589	0.388156	0.592569
SPAG9	0.611918	0.619807	0.757774	0.569413	0.746889
SPAG7	0.679018	0.747594	0.663235	0.150989	0.502636
SPAG4	0.593908	0.0792928	0.161127	1.33696	0.50852
SPACA6	0.401565	0.522658	0.665347	0.556552	0.461591
SP5	0.621187	0	0	0.431377	0
SP3	0.570628	0.553095	0.633757	0.610587	0.913439
SP2	0.455954	0.513006	0.294383	0.357608	0.553714
SP140L	0.465713	0.206556	0.374567	1.11508	0.933066
SP100	0.734924	0.156513	0.487116	0.237955	0.563744
SP1	0.697658	0.545405	0.663108	0.604669	0.897279
SOX4	0.427477	0.30409	0.647572	1.47455	0.576512
SOX13	0.173652	0.144999	0.269548	0.744394	0.491145
SOX12	0.381394	0.294418	0.382955	0.415769	0.353176
SOX11	0.246943	0.233127	0.256854	0.429675	0.300569
SOX1-OT	0.335289	0.690614	0.859103	0.328308	0
SOX1	0.403388	0.233814	0.578659	1.24612	0.371001
SOS2	0.439559	0.495654	0.417682	0.368042	0.587279
SOS1	0.539472	0.593746	0.62742	0.414504	0.564027
SORT1	0.658198	0.60666	0.561605	0.589984	0.770677
SORBS2	0.727389	0.695753	0.803376	0.408016	0.635457
SON	0.8206	0.758474	0.928579	0.786446	0.854786
SOGA1	0.305247	0.330386	0.478982	0.228554	0.379887
SOD3	0.214336	0.790505	0.353583	0.332427	0.91278
SOD2	0.38166	0.337254	0.341337	0.339935	0.423406
SOD1	0.802756	0.345555	0.492868	0.386778	0.550635
SOCS6	0.445388	0.369584	0.363238	0.492438	0.510415
SOCS5	0.387506	0.376924	0.328124	0.2945	0.382147
SOCS4	0.433504	0.4039	0.531688	0.597498	0.6637
SOCS3	0.356504	0.144242	0.194314	0.987161	0.275996
SOCS1	0.385718	0.0820349	0.528691	0.791639	0.637202
SOAT1	0.348833	0.456007	0.461141	0.601535	0.999257
SNX9	0.550132	0.536998	0.527341	0.576367	0.509331
SNX8	0.541426	0.564973	0.546739	0.681305	0.756417
SNX6	0.634435	0.766756	0.621749	0.510111	0.608554
SNX4	0.675373	0.618755	0.576977	0.45287	0.684684
SNX30	0.237857	0.322309	0.287129	0.236229	0.302138
SNX29	0.318334	0.256999	0.316841	0.349694	0.34434
SNX27	0.441834	0.379366	0.375201	0.415715	0.415521
SNX25	0.517397	0.295382	0.425556	0.592129	0.343294
SNX24	0.717307	0.363709	0.41711	0.549255	0.527731
SNX21	0.541545	0.469667	0.632212	0.430917	0.539392
SNX2	0.695272	0.654326	0.550241	0.705067	0.562035
SNX19	0.588171	0.614229	0.428378	0.520276	0.568421
SNX18	0.264596	0.379699	0.380807	0.39168	0.261916
SNX17	0.851527	0.848293	0.688064	0.681296	0.672679
SNX14	0.46471	0.49376	0.464606	0.508986	0.562357
SNX13	0.659166	0.602837	0.5789	0.499792	0.548663
SNX12	0.340437	0.326629	0.308873	0.423277	0.316053
SNX11	0.503512	0.297274	0.486838	0.424363	0.444137
SNX10	0.197727	0.217702	0.258579	0.591105	0.342134
SNX1	0.711539	0.739321	0.889801	0.739623	0.840645
SNW1	0.713757	0.709855	0.702604	0.707719	0.714997
SNUPN	0.42663	0.41778	0.349637	0.325858	0.424729
SNU13	0.651913	0.308722	0.414276	0.174918	0.537614
SNTG1	0.170515	0.378034	0.268901	0.0943036	0.252609
SNTB2	0.38701	0.373576	0.436386	0.663964	0.749989
SNTA1	0.668446	0.601449	0.435298	0.287271	0.78902
SNRPN	0.444179	0.432788	0.416029	0.553282	0.382457
SNRPG	0.757663	0.750212	0.594768	0.906514	0.9473
SNRPF	0.634203	0.846674	0.694951	0.188958	0.801258
SNRPE	0.692561	0.75517	0.612994	0.918188	0.979718
SNRPD3	0.639251	0.931267	0.717114	0.20528	0.807858
SNRPD2	0.83975	0.863455	0.738336	1.05453	0.863669
SNRPD1	0.494651	0.779167	0.601887	0.195537	0.863748
SNRPC	0.7669	0.798382	0.695753	0.873908	0.805061
SNRPB2	0.581843	0.629576	0.499221	0.751061	0.627271
SNRPB	0.778511	0.692472	0.694069	1.11585	1.18608
SNRPA1	0.495071	0.464606	0.471094	0.573045	0.630023
SNRPA	0.588805	0.44888	0.488042	0.908367	1.00591
SNRNP70	0.674705	0.624971	0.874175	0.774924	0.944746
SNRNP48	0.400429	0.401707	0.327641	0.394031	0.844354
SNRNP40	0.496196	0.440155	0.428078	0.728608	0.663836
SNRNP35	0.424933	0.400057	0.4347	0.375879	0.469219
SNRNP27	0.511711	0.361746	0.364684	0.52308	0.468333
SNRNP25	0.763123	0.639862	0.539928	0.771936	0.977602
SNRNP200	0.693248	0.596821	0.679072	0.646679	0.766833
SNN	0.275853	0.327446	0.25654	0.340209	0.33997
SNIP1	0.328297	0.303144	0.350475	0.493668	0.448436
SNHG9	0.62083	0.626822	0.502799	0.519371	0.620417
SNHG8	0.618248	0.784462	0.667229	0.728565	0.423664
SNHG7	0.695397	0.908467	0.719271	0.74072	0.692516
SNHG25	0.443999	0.411882	0.569754	0.270134	0.511772
SNHG21	0.28739	0.397212	0.349377	0.291981	0.315485
SNHG19	0.494242	0.610965	0.525097	0.241596	0.400658
SNHG15	0.315473	0.307114	0.163705	0.560353	0.34112
SNHG12	0.2573	0.32979	0.34202	0.383431	0.367919
SNHG10	0.425492	0.33698	0.277068	0.490313	0.570249
SNF8	0.855264	0.901147	0.809357	0.33174	0.796498
SND1-IT1	0.432991	0.496319	0.525498	0.559746	0.584664
SND1	0.740211	0.798183	0.743489	0.853149	0.705226
SNAPC5	0.706491	0.780822	0.552298	0.724781	0.541138
SNAPC4	0.443798	0.433568	0.259134	0.3014	0.485561
SNAPC3	0.611918	0.595236	0.493709	0.542209	0.497556
SNAPC2	0.387627	0.419517	0.485684	0.529511	0.462094
SNAP47	0.480927	0.511094	0.542397	0.57658	0.581371
SNAP29	0.656185	0.618859	0.621562	0.659605	0.689961
SMYD4	0.438261	0.335106	0.471978	0.630666	0.93955
SMYD2	0.420466	0.361869	0.387484	0.584433	0.455692
SMURF2	0.494344	0.445663	0.378156	0.497505	0.45133
SMUG1	0.571075	0.441908	0.578572	0.67634	0.546561
SMU1	0.631225	0.582228	0.520417	0.600365	0.599308
SMTN	0.23174	0.339092	0.560617	0.345987	0.748049
SMS	0.365289	0.318612	0.433056	0.567876	0.493811
SMPDL3A	0.782786	0.654601	0.822143	0.570337	0.600451
SMPD4	0.403715	0.340232	0.521202	0.524545	0.788285
SMOX	0.702755	0.449313	0.677865	0.759608	0.747894
SMNDC1	0.501179	0.40318	0.482239	0.619854	0.551993
SMN1	0.488978	0.225312	0.249688	0.499058	0.292099
SMIM8	0.339069	0.253965	0.30381	0.58725	0.302781
SMIM7	0.821816	0.846658	0.724415	0.716947	0.658965
SMIM4	0.47718	0.414168	0.375379	0.761311	0.601497
SMIM37	0.397453	0.397463	0.305609	0.46948	0.315126
SMIM3	0.736977	0.583972	0.625121	1.2041	1.03398
SMIM29	0.271677	0.28948	0.371024	0.313641	0.21857
SMIM27	0.61172	0.596811	0.482528	0.538101	0.533673
SMIM26	0.825305	0.82976	0.644788	0.978349	0.682043
SMIM20	0.998347	0.862939	0.67781	1.02066	0.709688
SMIM19	0.918218	0.716438	0.613692	0.820052	0.746227
SMIM15	0.577876	0.594529	0.536918	0.62728	0.547164
SMIM14	0.45386	0.424159	0.397836	0.423901	0.396609
SMIM13	0.242231	0.196859	0.284917	0.34293	0.454892
SMIM12	0.477263	0.547065	0.541178	0.318658	0.494047
SMIM10L1	0.81437	0.785977	0.689782	0.868782	0.829046
SMIM1	0.509868	0.433184	0.462712	0.817509	0.362891
SMG9	0.558081	0.470542	0.592158	0.544535	0.743187
SMG8	0.155153	0.240253	0.354452	0.308303	0.341212
SMG7	0.459096	0.420552	0.518092	0.47717	0.443967
SMG6	0.689129	0.51789	0.761949	0.622996	0.723192
SMG5	0.626785	0.523783	0.541356	0.391405	0.661585
SMG1	0.515955	0.481619	0.610832	0.496176	0.647978
SMDT1	0.804764	0.743877	0.525137	0.709838	0.52661
SMCR8	0.23314	0.284893	0.385376	0.368377	0.458676
SMCO4	0.971428	0.787332	0.697204	0.607115	1.12339
SMCHD1	0.597879	0.565909	0.593994	0.663399	0.903933
SMC6	0.720725	0.488381	0.556601	0.509199	0.922
SMC5-AS1	0.231285	0.261302	0.273802	0.414395	0.316493
SMC5	0.642119	0.624316	0.725924	0.539541	1.07282
SMC3	0.58029	0.429396	0.452954	0.578089	1.01045
SMC1A	0.702658	0.599004	0.580145	0.588498	1.32016
SMARCE1	0.673565	0.687733	0.571842	0.464313	0.671257
SMARCD3	0.393317	0.362172	0.442864	0.481557	0.463936
SMARCD2	0.392647	0.390569	0.611323	0.37709	0.617787
SMARCD1	0.453702	0.484417	0.478817	0.419755	0.537286
SMARCC2	0.450538	0.423331	0.457573	0.432799	0.59724
SMARCC1	0.71153	0.7122	0.813615	0.704341	0.76466
SMARCB1	0.700298	0.754075	0.66801	0.158169	0.684558
SMARCAL1	0.415239	0.351549	0.305597	0.390128	0.36051
SMARCAD1	0.459022	0.417034	0.555443	0.422028	0.574712
SMARCA5	0.790497	0.743782	0.694265	0.693739	0.834032
SMARCA4	0.38971	0.513147	0.587845	0.571619	0.523492
SMARCA2	0.615953	0.556944	0.549571	0.297802	0.643884
SMAP2	0.46113	0.396784	0.322701	0.323451	0.366756
SMAP1	0.462712	0.505759	0.471593	0.566455	0.41591
SMAD9	0.770059	0.616875	0.440676	0.700608	0.693382
SMAD7	0.414449	0.226126	0.446532	0.507668	0.624531
SMAD5	0.734681	0.618746	0.780352	0.918638	0.82855
SMAD4	0.683768	0.577296	0.655068	0.579113	0.789487
SMAD2	0.665347	0.596057	0.670605	0.515763	0.642323
SMAD1	0.240375	0.312444	0.503868	0.338476	0.312828
SLX4IP	0.283898	0.344613	0.357732	0.316493	0.380087
SLU7	0.53037	0.548999	0.528291	0.696831	0.572579
SLTM	0.582566	0.562474	0.594959	0.712173	0.648042
SLMAP	0.724615	0.639195	0.731887	0.477791	0.632668
SLK	0.662288	0.60297	0.733537	0.686487	0.843622
SLITRK4	0.315752	0.452374	0.30751	0.0809714	0.231408
SLITRK2	0.138723	0.147059	0.242072	0.942721	0.236131
SLIT3	0.569549	0.649441	0.59099	0.262265	0.574634
SLIRP	0.635216	0.678252	0.525558	0.72465	0.575041
SLFN5	0.508713	0.369115	0.548604	1.03099	0.54204
SLF2	0.482559	0.51252	0.672208	0.654252	1.21251
SLCO6A1	0.291297	0.275675	0.691302	0.185892	0.233446
SLCO4C1	0.125691	0.389424	0	0	0.580348
SLCO3A1	0.589898	0.342521	0.32786	0.584991	0.468333
SLC9C2	1.16557	0.652574	0.954368	0.173166	0.609944
